country,date,total_vaccinations,daily_vaccinations,tavg
Denmark,2021-02-18,439774.0,12391.0,1.8
Denmark,2021-02-19,454401.0,11694.0,2.9
Denmark,2021-02-19,454401.0,11694.0,3.0
Denmark,2021-02-21,476152.0,12787.0,5.0
Denmark,2021-02-21,476152.0,12787.0,4.8
Denmark,2021-02-22,490547.0,12474.0,4.7
Denmark,2021-02-22,490547.0,12474.0,4.5
Denmark,2021-02-23,506624.0,12735.0,6.3
Denmark,2021-02-23,506624.0,12735.0,5.1
Denmark,2021-02-24,522001.0,13408.0,6.8
Denmark,2021-02-24,522001.0,13408.0,8.4
Denmark,2021-02-25,537023.0,13893.0,6.6
Denmark,2021-02-25,537023.0,13893.0,6.8
Denmark,2021-02-26,573677.0,17039.0,4.3
Denmark,2021-02-26,573677.0,17039.0,6.1
Denmark,2021-02-27,581616.0,16627.0,3.6
Denmark,2021-02-27,581616.0,16627.0,4.2
Denmark,2021-02-28,593709.0,16794.0,3.8
Denmark,2021-02-28,593709.0,16794.0,4.7
Denmark,2021-03-01,614205.0,17665.0,2.4
Denmark,2021-03-01,614205.0,17665.0,4.4
Denmark,2021-03-02,632009.0,17912.0,2.3
Denmark,2021-03-02,632009.0,17912.0,3.4
Denmark,2021-03-03,645924.0,17703.0,0.4
Denmark,2021-03-03,645924.0,17703.0,2.7
Denmark,2021-03-04,665055.0,18290.0,0.9
Denmark,2021-03-04,665055.0,18290.0,1.1
Denmark,2021-03-05,687105.0,16204.0,1.2
Denmark,2021-03-05,687105.0,16204.0,0.3
Denmark,2021-03-06,705459.0,17692.0,2.2
Denmark,2021-03-06,705459.0,17692.0,3.9
Denmark,2021-03-07,721546.0,18262.0,2.1
Denmark,2021-03-07,721546.0,18262.0,3.5
Denmark,2021-03-08,737366.0,17594.0,-0.1
Denmark,2021-03-08,737366.0,17594.0,-0.6
Denmark,2021-03-09,755218.0,17601.0,0.7
Denmark,2021-03-09,755218.0,17601.0,-0.4
Denmark,2021-03-10,774273.0,18336.0,0.6
Denmark,2021-03-10,774273.0,18336.0,0.8
